abase,vt. 使…谦卑；降低…的品格；降低…的地位
sovereign,"n. 君主；独立国；最高统治者
adj. 至高无上的；有主权的；拥有最高统治权的；不折不扣的；极好的"
sparse,adj. 稀疏的；稀少的
spate,n. 洪水；一阵；大雨；突然迸发
spawn,"n. 卵；菌丝；产物
vt. 产卵；酿成，造成；大量生产
vi. 产卵；大量生产"
specious,adj. 似是而非的；外表美观的；华而不实的；徒有其表的
spectrum,n. 光谱；频谱；范围；余象
spurious,adj. 假的；伪造的；欺骗的
spurn,"n. 藐视，摒弃；踢开
vi. 摒弃；藐视
vt. 唾弃；冷落；一脚踢开"
squander,"n. 浪费
vt. 浪费
vi. 浪费；漂泊"
squat,"vt. 使蹲坐，使蹲下
vi. 蹲，蹲下；蹲坐；蹲伏
n. 蹲坐，蜷伏
adj. 蹲着的；矮胖的"
staccato,"n. 断奏，断音
adj. 断奏的，断音的
adv. 不连贯地"
stagnant,adj. 停滞的；不景气的；污浊的；迟钝的
staid,adj. 固定的；沉着的；沉静的；古板的，保守的
stalwart,"n. 坚定分子
adj. 坚定的；健壮的"
stamina,n. 毅力；精力；活力；持久力
stanch,"adj. 坚固的；忠实的；防水的
vt. 止血；使不漏；平息
vi. 停止流出"
stanza,n. 演出期；局；场；诗的一节
static,"n. 静电；静电干扰
adj. 静态的；静电的；静力的"
steadfast,adj. 坚定的；不变的
stealth,n. 秘密；秘密行动；鬼祟
steep,"n. 峭壁；浸渍
adj. 陡峭的；不合理的；夸大的；急剧升降的
vt. 泡；浸；使…充满
vi. 泡；沉浸"
stellar,adj. 星的；星球的；主要的；一流的
stem,"n. 干；茎；船首；血统
vt. 阻止；除去…的茎；给…装柄
vi. 阻止；起源于某事物；逆行"
stereotype,"n. 陈腔滥调，老套；铅版
vt. 使用铅版；套用老套，使一成不变"
stifle,"n. （马等的）后膝关节；（马等的） 后膝关节病
vt. 扼杀；使窒息；藏匿
vi. 窒息；被扼杀"
stilted,"adj. 不自然的；呆板的；僵硬的
v. 使踩高跷（stilt的过去分词）"
stint,"n. 节约；定额，定量
vt. 节省；限制
vi. 紧缩，节省"
stipend,n. 奖学金；固定薪金；定期津贴；养老金
stipulate,"adj. 有托叶的
vi. 规定；保证
vt. 规定；保证"
stodgy,adj. 平凡的；塞满的；庸俗的
stoic,找不到解释
stoke,"vt. 拨旺火；使饱吃一顿
vi. 烧火；做司炉工；大吃大喝"
stolid,adj. 迟钝的；缺乏热情的；冷漠的
stratagem,n. 策略；计谋
stratify,"vt. 分层；成层；使形成阶层
vi. 分层；成层；阶层化"
stratum,n. （组织的）层； 地层；社会阶层
strew,vt. 散播；撒满
stricture,n. 狭窄；苛评；非难
stultify,vt. 使变无效；使显得愚笨；使无价值
stupefy,vt. 使惊呆；使昏迷
stupor,n. 昏迷，恍惚；麻木
subdued,"v. 使服从，压制，减弱（subdue 的过去式和过去分词）
adj. 减弱的；被制服的；被抑制的"
subjugate,vt. 征服；使服从；克制
sublime,"n. 崇高；顶点
adj. 庄严的；令人崇敬的；极端的；超群的
vt. 使…纯化；使…升华；使…变高尚
vi. 升华；纯化；变高尚"
subliminal,"n. 潜意识；阈下意识
adj.  阈下的；潜在意识的；微小得难以察觉的"
submissive,adj. 顺从的；服从的；柔顺的
subordinate,"n. 下属，下级；部属，属下
adj. 从属的；次要的
vt. 使……居下位；使……服从"
subservient,adj. 屈从的；奉承的；有用的；有帮助的
subside,vi. 平息；减弱；沉淀；坐下
subtlety,n. 微妙；敏锐；精明
subversive,"n. 危险分子；颠覆分子
adj. 破坏性的；从事颠覆的"
succumb,vi. 屈服；死；被压垮
suffragist,n. 妇女政权论者；参政权扩大论者
sully,"vt. 玷污；使丢脸
n. 污点，损伤"
supercilious,adj. 目空一切的，高傲的；傲慢的，自大的
superficial,adj. 表面的；肤浅的 ；表面文章的；外表的；（人）浅薄的
superfluous,adj. 多余的；不必要的；奢侈的
superimpose,vt. 添加；重叠；附加；安装
supersede,"vt. 取代，代替；紧接着……而到来
vi. 推迟行动"
supplant,vt. 代替；排挤掉
supple,"adj. 柔软的；灵活的；顺从的；易弯曲的；逢迎的
vt. 使柔软；使顺从
vi. 变柔顺；变柔软"
supplicate,"vt. 恳求，哀求；恳请
vi. 哀求；恳请；祈求"
supposition,n. 假定；推测；想像；见解
suppress,vt. 抑制；镇压；废止
surfeit,"n. 过度；饮食过度；恶心（由于饮食过度所引起）
vt. 使饮食过度；使厌腻；使过度沉溺于
vi. 饮食过度；过分放纵"
surly,adj. 乖戾的；板面孔的，无礼的；阴沉的
surmise,"n. 推测；猜度
vt. 猜测；推测
vi. 猜测；认为"
surpass,vt. 超越；胜过，优于；非…所能办到或理解
surreptitious,adj. 秘密的；鬼鬼祟祟的；暗中的
surrogate,"n. 代理；代用品；遗嘱检验法官
adj. 代理的；替代的
vt. 代理；指定某人为自己的代理人"
surveillance,n. 监督；监视
susceptible,"n. 易得病的人
adj. 易受影响的；易感动的；容许…的"
sustain,vt. 维持；支撑，承担；忍受；供养；证实
sustenance,n. 食物；生计；支持
swagger,"n. 大摇大摆；吹牛；威吓；下摆散开状的女式短大衣
vi. 大摇大摆；吹牛；虚张声势吓人
vt. 吓唬；趾高气扬地行走或行事
adj. 炫耀的；时髦的"
swarm,"n. 蜂群；一大群
vi. 挤满；成群浮游；云集
vt. 挤满；爬"
sybarite,n. 爱奢侈享乐的人
sycophant,"n. 谄媚者；奉承者
adj. 奉承的；拍马的"
symbiosis,n.  共生；合作关系；共栖
symmetry,n. 对称（性）；整齐，匀称
synoptic,adj. 天气的；概要的；对观福音书的
synthesis,n. 综合， 合成；综合体
tacit,adj. 缄默的；不言而喻的；心照不宣的；默许的
tactile,adj.  触觉的，有触觉的；能触知的
taint,"n. 污点；感染
vt. 污染；腐蚀；使感染
vi. 败坏；被污染"
talisman,n. 护身符；法宝
tangential,"n. 正切，切线
adj.  切线的， 正切的；离题的，扯远的"
tangible,"n. 有形资产
adj. 有形的；切实的；可触摸的"
tanner,n. 制革工人；六便士
tantalize,"vt. 逗弄；使干着急
vi. 逗弄人；令人干着急"
topography,n. 地势；地形学；地志
toxic,adj. 有毒的；中毒的
tractable,adj. 易于管教的；易驾驭的；易处理的；驯良的
traduce,vt. 中伤；诽谤；背叛
trajectory,n.  轨道，轨线； 弹道
tranquility,n. 宁静；平静
transcendent,"n. 卓越的人；超绝物
adj. 卓越的；超常的；出类拔萃的"
transcribe,vt. 转录；抄写
transgression,n.  海侵；犯罪；违反；逸出
transient,"n. 瞬变现象；过往旅客；候鸟
adj. 短暂的；路过的"
transition,n. 过渡；转变； 转换；变调
transitory,adj. 短暂的，暂时的；瞬息的
translucent,adj. 透明的；半透明的
treacly,adj. 甜蜜的；如糖蜜的；如糖蜜一样甜的
treatise,n. 论述；论文；专著
tremor,n.  震颤；颤动
tremulous,adj. 胆小的；战栗的；震颤的
trenchant,adj. 尖刻的；锐利的；苛刻的；锋利的（名词trenchancy，副词trenchantly）
trepidation,n. 恐惧；惊恐；忧虑；颤抖
trespass,"n. 罪过；非法侵入；过失；擅自进入
vi. 侵入；犯罪；打扰；冒犯"
trigger,"n. 扳机； 触发器；制滑机
vt. 引发，引起；触发
vi. 松开扳柄"
trinket,"n. 小装饰品；不值钱的小玩意儿
vi. 密谋"
trite,adj. 陈腐的；平庸的；老一套的
trivial,adj. 不重要的，琐碎的；琐细的
trough,n. 水槽，水槽；低谷期；饲料槽；低气压
truculence,n. 野蛮；好战；刻薄；致命性（等于truculency）
truism,n. 自明之理；老生常谈；老套；众所周知；真实性
truncate,"vt. 把…截短；缩短；使成平面
adj. 截短的；被删节的"
tryst,"n. 幽会，约会
vt. 约会，约定；与…幽会
vi. 约会"
turbulence,n. 骚乱，动荡； 湍流；狂暴
turgid,adj. 肿胀的；浮夸的；浮肿的
turmoil,n. 混乱，骚动
turncoat,n. 变节者；背叛者
turpitude,n. 卑鄙；奸恶
tutelage,n. 监护；指导
tycoon,n. 企业界大亨，巨头；巨富
typhoon,n.  台风
tyranny,n. 暴政；专横；严酷；残暴的行为（需用复数）
tantrum,n. 发脾气；发怒
taut,"adj. 拉紧的；紧张的；整洁的
vt. 使纠缠；使缠结"
tawdry,"n. 俗丽的东西；廉价而俗丽之物
adj. 非常华丽的；廉价而俗丽的"
tedious,adj. 沉闷的；冗长乏味的
temerity,n. 鲁莽，冒失；蛮勇
temper,"n. 脾气；（钢等）回火；性情；倾向
vt. 使回火；锻炼；调和；使缓和
vi. 回火；调和"
temperament,n. 气质，性情，性格；急躁
temporize,vi. 拖延；妥协；顺应时势；迎合潮流
tenacious,adj. 顽强的；坚韧的；固执的；紧握的；黏着力强的
tenacity,n. 韧性；固执；不屈不挠；黏性
tendentious,adj. 有偏见的，有倾向的；宣传性的
tender,"n. 偿付，清偿；看管人；小船
adj. 温柔的；柔软的；脆弱的；幼稚的；难对付的
vt. 提供，偿还；使…变嫩；使…变柔软
vi. 投标；变柔软"
termination,n. 结束，终止
terminology,n. 术语，术语学；用辞
terrestrial,"n. 陆地生物；地球上的人
adj. 地球的；陆地的， 陆生的；人间的"
terse,adj. 简洁的，精练的，扼要的
thematic,adj. 主题的，主旋律的；题目的；语干的
theocracy,n. 神政；神权政体；神治国（复数theocracies）
theoretical,adj. 理论的；理论上的；假设的；推理的
therapeutic,"n. 治疗剂；治疗学家
adj. 治疗的；治疗学的；有益于健康的"
thermal,"n. 上升的热气流
adj. 热的；热量的；保热的"
thespian,找不到解释
threadbare,adj. 磨破的；衣衫褴褛的；乏味的；俗套的
throes,"n. 剧痛；痛苦的挣扎（throe的复数）
v. 苦苦挣扎；使受痛苦（throe的第三人称单数）"
throng,"n. 人群；众多
vt. 群集；挤满
vi. 蜂拥而至；群集
adj. 拥挤的"
thwart,"prep. 横过
n. 划手座；独木舟的横梁
vt. 挫败；反对；阻碍；横过
adj. 横放的；固执的
adv. 横过"
tightwad,n. 吝啬鬼；守财奴
tiller,"n.  舵柄；农夫
vi. 分蘖"
timidity,n. 胆怯，胆小；羞怯
tirade,n. 激烈的长篇演说
titanic,找不到解释
titter,"n. 窃笑；傻笑；嗤笑
vi. 吃吃地笑；傻笑；偷笑"
titular,"n. 有称号或头衔的人；只有名义的人
adj. 有名无实的；有头衔的；标题的"
toady,"n. 谄媚者
vt. 谄媚
vi. 谄媚"
ubiquitous,adj. 普遍存在的；无所不在的
ulterior,adj. 将来的，较远的；在那边的；隐秘不明的
unanimity,n. 同意，全体一致
uncanny,adj. 神秘的；离奇的；可怕的
undermine,vt. 破坏，渐渐破坏；挖掘地基
underscore,"n. 底线， 下划线
vt. 强调；划线于…下"
ungainly,"adj. 笨拙的；不雅的
adv. 笨拙地；不雅地"
uniformity,n. 均匀性；一致；同样
unique,"n. 独一无二的人或物
adj. 独特的，稀罕的； 唯一的，独一无二的"
unravel,"vt. 解开；阐明；解决；拆散
vi. 解决；散开"
utopia,找不到解释
vacuous,adj. 空的；空虚的；空洞的；无意义的
vagabond,"n. 流浪者；浪子；流氓；懒汉
adj. 流浪的；流浪者的；浪荡的；漂泊的
vi. 到处流浪"
vagrant,"n. 游民；流浪者；无赖；漂泊者
adj. 流浪的；漂泊的；游荡的"
valedictory,"n. 告别辞
adj. 告别的"
valid,adj. 有效的；有根据的；合法的；正当的
validate,vt. 证实，验证；确认；使生效
valor,n. 英勇；勇猛（等于valour）
vampire,n. 吸血鬼； 吸血蝙蝠
vanguard,n. 先锋；前锋科学卫星
vantage,n. 优势；有利情况
vapid,adj. 无趣味的；无生气的；索然乏味的
vaporize,"vt. 使…蒸发
vi. 蒸发"
variegated,"adj. 杂色的；斑驳的；富于变化的
v. 成为杂色（variegate的过去式）"
veer,"n. 转向；方向的转变
vt. 使转向；使顺风；使船尾向上风
vi. 转向；改变观点；风向顺时针转；调转船尾向上风"
vehement,adj. 激烈的，猛烈的；热烈的
venal,adj. 贪污的；用金钱买得的；贿赂的；贪赃枉法的
venerable,adj. 庄严的，值得尊敬的；珍贵的
venerate,vt. 崇敬，尊敬
venial,adj. 可原谅的；（罪过）轻微的；可宽恕的
ventriloquist,n. 腹语术者；口技艺人
venturesome,adj. 冒险的；危险的；好冒险的
veracity,n. 诚实；精确性；老实；说真实话
verbalize,"vt. 使…变成动词；用言语表达
vi. 累赘；唠叨；以言语表述"
verbose,adj. 冗长的；啰嗦的
verdant,adj. 青翠的；翠绿的；没有经验的；不老练的
verity,n. 真实；真理；事实；真实性
versatile,adj. 多才多艺的；通用的，万能的；多面手的
vertex,n. 顶点； 头顶； 天顶
vertigo,n. 晕头转向， 眩晕
verve,n. 热情；神韵；活力；气魄
viable,adj. 可行的；能养活的；能生育的
vicarious,adj. 替代的；代理的；发同感的
vigilance,n. 警戒，警觉；警醒症
vigor,n.  活力，精力
vilify,vt. 诽谤；中伤；轻视；贬低
vindicate,vt. 维护；证明…无辜；证明…正确
virtue,n. 美德；优点；贞操；功效
virtuoso,"n. 艺术品鉴赏家；古董收藏家；艺术大师
adj. 行家里手的；艺术爱好者的"
virulent,adj. 剧毒的；恶性的；有恶意的
virus,n.  病毒；恶毒；毒害
visionary,"n. 空想家；梦想者；有眼力的人
adj. 梦想的；幻影的"
vital,adj. 至关重要的；生死攸关的；有活力的
vitriolic,adj. 硫酸的；刻薄的
vituperative,adj. 责骂的
vivacious,adj. 活泼的；快活的；有生气的
vociferous,adj. 大声叫的；喊叫的，喧嚷的
vogue,"n. 时尚；流行，时髦
adj. 时髦的，流行的"
volatile,"n. 挥发物；有翅的动物
adj.  挥发性的；不稳定的；爆炸性的；反复无常的"
volition,n. 意志，意志力；决断力
voluble,adj. 健谈的；缠绕的；易旋转的
voluminous,adj. 大量的；多卷的，长篇的；著书多的
voluptuous,adj. 撩人的；骄奢淫逸的；沉溺酒色的
vouchsafe,"vt. 允诺；赐予
vi. 屈尊；俯就"
vulnerable,adj. 易受攻击的，易受…的攻击；易受伤害的；有弱点的
waffle,"n. 华夫饼干；动听而无意义的话；无聊话
vi. 胡扯；闲聊"
waft,"n. 飘荡；吹拂
vt. 使飘荡；吹送
vi. 飘荡"
waggish,adj. 爱开玩笑的；滑稽的
waif,n. 流浪者；流浪儿；飘流物；无主物；信号旗
warrant,"n. 根据；证明；正当理由；委任状
vt. 保证；担保；批准；辩解"
warranty,n. 保证；担保；授权；（正当）理由
wary,adj. 谨慎的；机警的；惟恐的；考虑周到的
wastrel,n. 废品；浪费者
watershed,"n. （美）流域；分水岭；集水区；转折点
adj. 标志转折点的"
wax,"n. 蜡；蜡状物
adj. 蜡制的；似蜡的
vt. 给…上蜡
vi. 月亮渐满；增大"
waylay,vt. 伏击；埋伏
wean,"n. （苏格兰）幼儿
vt. 使断奶；使断念；使放弃"
weather,"n. 天气；气象；气候；处境
vt. 经受住；使风化；侵蚀；使受风吹雨打
adj. 露天的；迎风的
vi. 风化；受侵蚀；经受风雨"
welter,"n. 混乱；翻滚；起伏
vi. 翻滚；沉溺；起伏
adj. 重量级骑手的"
whimsical,adj. 古怪的；异想天开的；反复无常的
whittle,"n. 屠刀
vi. 削；削木头；弄坏身体
vt. 削；削减；切；削弱"
willful,adj. 有意的；任性的；故意的
winsome,adj. 迷人的；可爱的；引人注目的
wispy,adj. 象小束状的，纤细的；脆弱的
wistful,adj. 渴望的；沉思的，默想的；引起怀念的；不满足似的
withdrawn,"v. 取出；撤退（withdraw的过去分词）
adj. 偏僻的；沉默寡言的；孤独的"
wither,"vi. 枯萎；凋谢；衰弱
vt. 使凋谢；使畏缩；使衰弱"
withhold,"vt. 保留，不给；隐瞒；抑制
vi. 忍住；克制"
withstand,"vt. 抵挡；禁得起；反抗
vi. 反抗"
worldly,"adj. 世俗的；世间的；尘世的
adv. 世俗地；世故地"
yen,"n. 日元（日本货币单位）；渴望
vi. 渴望"
yield,"n. 产量；收益
vt. 屈服；出产，产生；放弃
vi. 屈服，投降"
yield,"n. 产量；收益
vt. 屈服；出产，产生；放弃
vi. 屈服，投降"
zeal,n. 热情；热心；热诚
zealot,n. 狂热者；犹太教狂热信徒
zenith,"n. 顶峰；顶点；最高点
n. 真力时（瑞士名表）"
