state,"n. 国家；州；情形
adj. 国家的；州的；正式的
vt. 规定；声明；陈述"
beat,"n. 拍子；敲击；有规律的一连串敲打
adj. 筋疲力尽的；疲惫不堪的
vt. 打；打败
vi. 打；打败；拍打；有节奏地舒张与收缩"
punch,"n. 冲压机；打洞器；钻孔机
vt. 开洞；以拳重击
vi. 用拳猛击"
knock,"vi. 敲；打；敲击
vt. 敲；打；敲击；批评
n. 敲；敲打；爆震声"
crash,"n. 撞碎；坠毁；破产；轰隆声；睡觉
vi. 摔碎；坠落；发出隆隆声；(金融企业等)破产
vt. 打碎；使坠毁、撞坏；擅自闯入"
pound,"n. 英镑；重击，重击声；兽栏；拘留所
vt. 捣烂；敲打；监禁，拘留
vi. 连续重击，猛击"
impress,"n. 印象，印记；特征，痕迹
vi. 给人印象
vt. 盖印；强征；传送；给予某人深刻印象"
track,"n. 轨道；足迹，踪迹；小道
vt. 追踪；通过；循路而行；用纤拉
vi. 追踪；走；留下足迹"
lane,n. 小巷； 航线；车道；罚球区
path,n. 道路；小路；轨道
trail,"n. 小径；痕迹；尾部；踪迹；一串，一系列
vt. 追踪；拖；蔓延；落后于
vi. 飘出；蔓生；垂下；拖曳"
route,"n. 路线；航线；通道
vt. 按某路线发送"
circuit,"n.  电路，回路；巡回；一圈；环道
vt. 绕回…环行
vi. 环行"
rail,"n. 铁轨；扶手；横杆；围栏
vt. 铺铁轨；以横木围栏
vi. 抱怨；责骂"
trace,"n. 痕迹，踪迹；微量； 迹线；缰绳
vt. 追踪，查探；描绘；回溯
vi. 追溯；沿路走"
stalk,"n. （植物的）茎，秆；（支持叶子、果实和花的）梗，柄；追踪；高视阔步
vt. 追踪，潜近；高视阔步
vi. 高视阔步地走；潜近，偷偷接近"
chase,"n. 追逐；追赶；追击
vt. 追逐；追捕；试图赢得；雕镂
vi. 追逐；追赶；奔跑"
vote,"n. 投票，选举；选票；得票数
vi. 选举，投票
vt. 提议，使投票；投票决定；公认"
elect,"n. 被选的人；特殊阶层；上帝的选民
adj. 选出的；当选的；卓越的
vi. 作出选择；进行选举
vt. 选举；选择；推选"
ballot,"n. 投票；投票用纸；投票总数
vt. 使投票表决；拉选票
vi. 投票；抽签决定"
attend,"vi. 出席；致力于；照料；照顾
vt. 出席；上（大学等）；照料；招待；陪伴"
accompany,"vt. 陪伴，伴随；伴奏
vi. 伴奏，伴唱"
ancient,"n. 古代人；老人
adj. 古代的；古老的，过时的；年老的"
antique,"n. 古董，古玩；古风，古希腊和古罗马艺术风格
adj. 古老的，年代久远的；过时的，古董的；古风的，古式的
vi. 觅购古玩"
outdated,"adj. 过时的；旧式的
v. 使过时（outdate的过去式和过去分词）"
blow,"n. 吹；打击；殴打
vt. 风吹
vi. 风吹；喘气"
burst,"n. 爆发，突发；爆炸
vt. 爆发，突发；爆炸
vi. 爆发，突发；爆炸"
explode,"vi. 爆炸，爆发；激增
vt. 使爆炸；爆炸；推翻"
bomb,"n. 炸弹
vt. 轰炸，投弹于
vi. 轰炸，投弹；失败"
pop,abbr. 卖点广告（Point of Purchase）
erupt,"vi. 爆发；喷出；发疹；长牙
vt. 爆发；喷出"
bang,"n. 刘海；重击；突然巨响
vt. 重击；发巨响
adv. 直接地；砰然地；突然巨响地"
breath,n. 呼吸，气息；一口气，（呼吸的）一次；瞬间，瞬息；微风；迹象；无声音，气音
budget,"n. 预算，预算费
adj. 廉价的
vt. 安排，预定；把…编入预算
vi. 编预算，做预算"
economical,adj. 经济的；节约的；合算的
capable,adj. 能干的，能胜任的；有才华的
able,adj. 能； 有能力的；能干的
competent,adj. 胜任的；有能力的；能干的；足够的
efficient,adj. 有效率的；有能力的；生效的
civil,adj. 公民的；民间的；文职的；有礼貌的；根据民法的
civilian,"n. 平民，百姓
adj. 民用的；百姓的，平民的"
polite,adj. 有礼貌的，客气的；文雅的；上流的；优雅的
communicate,"vi. 通讯，传达；相通；交流；感染
vt. 传达；感染；显露"
interact,"n. 幕间剧；幕间休息
vt. 互相影响；互相作用
vi. 互相影响；互相作用"
contact,"n. 接触，联系
vt. 使接触，联系
vi. 使接触，联系"
convey,vt. 传达；运输；让与
express,"n. 快车，快递，专使；捷运公司
vt. 表达；快递
adj. 明确的；迅速的；专门的"
voice,"n. 声音；嗓音；发言权；愿望
vt. 表达；吐露"
articulate,"adj. 发音清晰的；口才好的；有关节的
vt. 清晰地发（音）；明确有力地表达；用关节连接；使相互连贯
vi. 发音；清楚地讲话；用关节连接起来
n. 有节体的动物"
infect,vt. 感染，传染
concentrate,"n. 浓缩，精选；浓缩液
vi. 集中；浓缩；全神贯注；聚集
vt. 集中；浓缩"
focus,"n. 焦点；中心；清晰；焦距
vt. 使集中；使聚焦
vi. 集中；聚焦；调节焦距"
center,"n. 中心，中央；中锋；中心点
adj. 中央的，位在正中的
vt. 集中，使聚集在一点；定中心
vi. 居中，被置于中心"
converge,"vt. 使汇聚
vi. 聚集；靠拢；收敛"
gather,"n. 聚集；衣褶；收获量
vt. 收集；收割；使…聚集；使…皱起
vi. 聚集；化脓；皱起"
collect,"vt. 收集；募捐
adj. 由收件人付款的
vi. 收集；聚集；募捐
adv. 由收件人付款地"
assemble,"vt. 集合，聚集；装配；收集
vi. 集合，聚集"
aggregate,"n. 合计；集合体；总计
adj. 聚合的；集合的；合计的
vt. 集合；聚集；合计
vi. 集合；聚集；合计"
rally,"n. 集会；回复；公路赛车会
vt. 团结；集合；恢复健康、力量等
vi. 团结；重整；恢复；（网球等）连续对打"
council,n. 委员会；会议；理事会；地方议会；顾问班子
panel,"n. 仪表板；嵌板；座谈小组，全体陪审员
vt. 嵌镶板"
parliament,n. 议会，国会
congress,n. 国会；代表大会；会议；社交
clamber,"vt. 爬，攀登
vi. 攀登，爬上
n. 攀登，爬上"
senate,n. 参议院，上院；（古罗马的）元老院
cabinet,"n. 内阁；橱柜；展览艺术品的小陈列室
adj. 内阁的；私下的，秘密的"
craft,"n. 工艺；手艺；太空船
vt. 精巧地制作"
aircraft,n. 飞机，航空器
vessel,n. 船，舰； 脉管，血管；容器，器皿
profession,n. 职业，专业；声明，宣布，表白
vocation,n. 职业；天职；天命；神召
career,"n. 生涯；职业；事业；速度，全速
adj. 作为毕生职业的
vi. 全速前进，猛冲"
technique,n. 技巧，技术；手法
desperate,adj. 不顾一切的；令人绝望的；极度渴望的
eager,adj. 渴望的；热切的；热心的
keen,"adj. 敏锐的，敏捷的；渴望的；强烈的；热心的；锐利的
n. 痛哭，挽歌"
discipline,"n. 学科；纪律；训练；惩罚
vt. 训练，训导；惩戒"
subject,"n. 主题；科目； 主语；国民
adj. 服从的；易患…的；受制于…的
vt. 使…隶属；使屈从于…"
punish,"vt. 惩罚；严厉对待；贪婪地吃喝
vi. 惩罚"
fine,"n. 罚款
adj. 好的；优良的；细小的，精美的；健康的；晴朗的
vt. 罚款；澄清
adv. 很好地；精巧地"
train,"n. 火车；行列；长队；裙裾
v. 培养；训练；瞄准"
coach,"n. 教练；旅客车厢；长途公车；四轮大马车
vt. 训练；指导
vi. 作指导；接受辅导；坐马车旅行
n.  蔻驰（皮革品牌）"
educate,"vt. 教育；培养；训练
vi. 教育；训练"
double,"n. 两倍；双精度型
adj. 双重的；两倍的
vt. 使加倍
adv. 双重地；两倍地；弓身地
vi. 加倍，加倍努力；快步走"
twin,"n. 双胞胎中一人
adj. 双胞胎的
vt. 使成对
vi. 成对；生双胞胎"
dual,"n. 双数；双数词
adj. 双的；双重的"
release,"n. 释放；发布；让与
vt. 释放；发射；让与；允许发表"
discharge,"n. 排放；卸货；解雇
vt. 解雇；卸下；放出；免除
vi. 排放；卸货；流出"
emit,vt. 发出，放射；发行；发表
dramatic,adj. 戏剧的；急剧的；引人注目的；激动人心的
drastic,"n. 烈性泻药
adj. 激烈的；猛烈的"
due,"n. 应付款；应得之物
adj. 到期的；预期的；应付的；应得的
adv. 正（置于方位词前）"
fee,"n. 费用；酬金；小费
vt. 付费给……"
toll,"vt. 征收；敲钟
n. 通行费；代价；钟声；伤亡人数
vi. 鸣钟；征税"
dynamic,"n. 动态；动力
adj. 动态的；动力的；动力学的；有活力的"
energetic,adj. 精力充沛的；积极的；有力的
vigorous,adj. 有力的；精力充沛的
lively,adj. 活泼的；生动的；真实的；生气勃勃的
active,"n. 主动语态；积极分子
adj. 积极的；活跃的；主动的；有效的；现役的"
establish,"vi. 植物定植
vt. 建立；创办；安置"
institute,"n. 学会，协会；学院
vt. 开始（调查）；制定；创立；提起（诉讼）"
found,"v. 找到（find的过去分词）
vt. 创立，建立；创办"
except,"conj. 除了；要不是
prep. 除…之外
vt. 不计；把…除外
vi. 反对"
save,"prep. 除...之外
n. 救援
vi. 节省；挽救
vt. 节省；保存；储蓄；解救"
exclude,vt. 排除；排斥；拒绝接纳；逐出
expensive,adj. 昂贵的；花钱的
costly,adj. 昂贵的；代价高的
extravagant,adj. 奢侈的；浪费的；过度的；放纵的
explicit,adj. 明确的；清楚的；直率的；详述的
clear,"n. 清除；空隙
adj. 清楚的；清澈的；晴朗的；无罪的
vt. 通过；清除；使干净；跳过
vi. 放晴；变清澈
adv. 清晰地；完全地"
specific,"n. 特性；细节；特效药
adj. 特殊的，特定的；明确的；详细的； 具有特效的"
external,"n. 外部；外观；外面
adj. 外部的；表面的； 外用的；外国的；外面的"
outer,"adj. 外面的，外部的；远离中心的
n. 环外命中"
outward,"adj. 向外的；外面的；公开的；外服的；肉体的
adv. 向外（等于outwards）；在外；显而易见地
n. 外表；外面；物质世界"
exterior,"n. 外部；表面；外型；外貌
adj. 外部的；表面的；外在的"
superficial,adj. 表面的；肤浅的 ；表面文章的；外表的；（人）浅薄的
foreign,adj. 外国的；外交的；异质的；不相关的
overseas,"adv. 在海外，海外
adj. 海外的，国外的"
alien,"n. 外国人，外侨；外星人
adj. 外国的；相异的，性质不同的；不相容的
vt. 让渡，转让"
file,"n. 文件；档案；文件夹；锉刀
vt. 提出；锉；琢磨；把…归档
vi. 列队行进；用锉刀锉"
portfolio,n. 公文包；文件夹；证券投资组合；部长职务
document,"n. 文件，公文； 文档；证件
vt. 用文件证明"
classify,vt. 分类；分等
gallery,"n. 画廊；走廊；旁听席；地道
vt. 在…修建走廊；在…挖地道
vi. 挖地道"
aisle,n. 通道，走道；侧廊
corridor,走廊
passage,n. 一段（文章）；走廊；通路
host,"n.  主机；主人；主持人；许多
vt. 主持；当主人招待
vi. 群集；做主人"
arrange,"vi. 安排；排列；协商
vt. 安排；排列；整理"
organize,"vt. 组织；使有系统化；给予生机；组织成立工会等
vi. 组织起来；成立组织"
inner,"n. 内部
adj. 内部的；内心的；精神的"
internal,"n. 内脏；本质
adj. 内部的；里面的；体内的；（机构）内部的"
interior,"n. 内部；本质
adj. 内部的；国内的；本质的"
inward,"n. 内部；内脏；密友
adj. 向内的；内部的；精神的；本质上的；熟悉的
adv. 向内；内心里"
invent,vt. 发明；创造；虚构
create,vt. 创造，创作；造成
jump,"n. 跳跃；暴涨；惊跳
vt. 跳跃；使跳跃；跳过；突升
vi. 跳跃；暴涨；猛增"
leap,"vi. 跳，跳跃
n. 飞跃；跳跃
vt. 跳跃，跳过；使跃过"
spring,"n. 春天；弹簧；泉水；活力；跳跃
adj. 春天的
vt. 使跳起；使爆炸；突然提出；使弹开
vi. 生长；涌出；跃出；裂开"
launch,"vt. 发射（导弹、火箭等）；发起，发动；使…下水
vi. 开始；下水；起飞
n. 发射；发行，投放市场；下水；汽艇"
initiate,"n. 开始；新加入者，接受初步知识者
vt. 开始，创始；发起；使初步了解
adj. 新加入的；接受初步知识的"
pioneer,"n. 先锋；拓荒者
vt. 开辟；倡导；提倡
vi. 作先驱"
embark,"vi. 从事，着手；上船或飞机
vt. 使从事；使上船"
mix,"vt. 配制；混淆；使混和；使结交
vi. 参与；相混合；交往
n. 混合；混合物；混乱"
unite,"vi. 团结；联合；混合
vt. 使…混合；使…联合；使…团结"
unify,vt. 统一；使相同，使一致
fuse,"n. 保险丝，熔线；导火线，雷管
vt. 使融合；使熔化，使熔融
vi. 融合；熔化，熔融"
marry,"vt. 嫁；娶；与……结婚
vi. 结婚"
ally,"n. 同盟国；伙伴；同盟者；助手
vt. 使联盟；使联合
vi. 联合；结盟"
composite,"n. 复合材料；合成物；菊科
adj. 复合的；合成的；菊科的
vt. 使合成；使混合"
mood,n. 情绪，语气；心境；气氛
spirit,"n. 精神；心灵；情绪；志气；烈酒
vt. 鼓励；鼓舞；诱拐"
temper,"n. 脾气；（钢等）回火；性情；倾向
vt. 使回火；锻炼；调和；使缓和
vi. 回火；调和"
humor,"n. 幽默，诙谐；心情
vt. 迎合，迁就；顺应"
atmosphere,n. 气氛；大气；空气
tone,"n. 语气；色调；音调；音色
vt. 增强；用某种调子说
vi. 颜色调和；呈现悦目色调"
obscure,"adj. 昏暗的，朦胧的；晦涩的，不清楚的；隐蔽的；不著名的，无名的
vt. 使…模糊不清，掩盖；隐藏；使难理解
n. 某种模糊的或不清楚的东西"
vague,adj. 模糊的；含糊的；不明确的；暧昧的
ambiguous,adj. 模糊不清的；引起歧义的
subtle,adj. 微妙的；精细的；敏感的；狡猾的；稀薄的
blur,"n. 污迹；模糊不清的事物
vt. 涂污；使…模糊不清；使暗淡；玷污
vi. 沾上污迹；变模糊"
peak,"n. 山峰；最高点；顶点；帽舌
adj. 最高的；最大值的
vt. 使达到最高点；使竖起
vi. 消瘦；到达最高点；变憔悴"
climax,n. 高潮；顶点；层进法；极点
tip,"n. 小费；尖端；小建议，小窍门；轻拍
vt. 给小费；倾斜；翻倒；装顶端
vi. 给小费；翻倒；倾覆"
summit,"n. 顶点；最高级会议；最高阶层
adj. 最高级的；政府首脑的"
maximum,"n.  极大，最大限度；最大量
adj. 最高的；最多的；最大极限的"
possess,vt. 控制；使掌握；持有；迷住；拥有，具备
own,"vt. 拥有；承认
vi. 承认
adj. 自己的；特有的
n. 自己的"
boast,"n. 自夸；值得夸耀的事物，引以为荣的事物
vi. 自吹自擂
vt. 夸口说，自吹自擂说；以有…而自豪"
occupy,vt. 占据，占领；居住；使忙碌
haunt,"n. 栖息地；常去的地方
vt. 常出没于…；萦绕于…；经常去…
vi. 出没；作祟"
obsess,vt. 迷住，缠住；使…着迷；使…困扰
privilege,"n. 特权；优待
vt. 给与…特权；特免"
franchise,"n. 特权；公民权；经销权；管辖权
vt. 给…以特许（或特权）；赋予公民权"
prove,"vi. 证明是
vt. 证明；检验；显示"
evidence,"n. 证据，证明；迹象；明显
vt. 证明"
confirm,vt. 确认；确定；证实；批准；使巩固
certify,v. 证明；保证
verify,vt. 核实；查证
testify,"vi. 作证；证明
vt. 证明，证实；作证"
validate,vt. 证实，验证；确认；使生效
ascertain,vt. 确定；查明；探知
random,"n. 随意
adj.  随机的；任意的；胡乱的
adv. 胡乱地"
arbitrary,adj.  任意的；武断的；专制的
casual,"n. 便装；临时工人；待命士兵
adj. 随便的；非正式的；临时的；偶然的"
register,"n. 登记；注册；记录；寄存器；登记簿
vt. 登记；注册；记录；挂号邮寄；把…挂号；正式提出
vi. 登记；注册；挂号"
enroll,"vi. 参加；登记；注册；记入名册
vt. 登记；使加入；把...记入名册；使入伍"
record,"n. 档案，履历；唱片；最高纪录
adj. 创纪录的
vt. 记录，记载；标明；将...录音
vi. 记录；录音"
